FIPS_STATE,FIPS_COUNTY,COUNTY_NAME,COUNTY_LAT,COUNTY_LONG
36,101,Steuben County,42.264234,-77.385385
36,103,Suffolk County,40.940536,-72.679044
36,105,Sullivan County,41.71526,-74.764967
36,107,Tioga County,42.166803,-76.302894
36,109,Tompkins County,42.451443,-76.474722
36,111,Ulster County,41.888944,-74.25764
36,113,Warren County,43.562908,-73.844432
36,115,Washington County,43.320093,-73.430584
36,117,Wayne County,43.283016,-77.053546
36,119,Westchester County,41.153598,-73.753992
36,121,Wyoming County,42.698873,-78.228348
36,123,Yates County,42.639454,-77.104974
39,001,Adams County,38.843296,-83.477769
39,003,Allen County,40.77028,-84.106099
39,005,Ashland County,40.843012,-82.27214
39,007,Ashtabula County,41.890073,-80.755929
39,009,Athens County,39.333812,-82.046097
39,011,Auglaize County,40.561253,-84.223844
39,013,Belmont County,40.017551,-80.987417
39,015,Brown County,38.932813,-83.867153
39,017,Butler County,39.4384,-84.577398
39,019,Carroll County,40.579814,-81.091262
39,021,Champaign County,40.141414,-83.768165
39,023,Clark County,39.917,-83.783722
39,025,Clermont County,39.052324,-84.150453
39,027,Clinton County,39.411261,-83.807878
39,029,Columbiana County,40.769112,-80.776727
39,031,Coshocton County,40.301931,-81.915091
39,033,Crawford County,40.849353,-82.923687
39,035,Cuyahoga County,41.535933,-81.6597
39,037,Darke County,40.134201,-84.622267
39,039,Defiance County,41.320857,-84.487509
39,041,Delaware County,40.278272,-83.007427
39,043,Erie County,41.512729,-82.614102
39,045,Fairfield County,39.745644,-82.628052
39,047,Fayette County,39.564719,-83.45083
39,049,Franklin County,39.9697,-83.009799
39,051,Fulton County,41.596538,-84.124544
39,053,Gallia County,38.825385,-82.320026
39,055,Geauga County,41.498752,-81.172537
39,057,Greene County,39.694616,-83.886488
39,059,Guernsey County,40.049355,-81.495979
39,061,Hamilton County,39.196451,-84.541524
39,063,Hancock County,40.998346,-83.665018
39,065,Hardin County,40.660679,-83.663687
39,067,Harrison County,40.29284,-81.092565
39,069,Henry County,41.332796,-84.068597
39,071,Highland County,39.18403,-83.604085
39,073,Hocking County,39.496579,-82.475783
39,075,Holmes County,40.561116,-81.929128
39,077,Huron County,41.150165,-82.601847
39,079,Jackson County,39.020616,-82.621663
39,081,Jefferson County,40.382728,-80.761686
39,083,Knox County,40.398535,-82.421969
39,085,Lake County,41.8161,-81.241142
39,087,Lawrence County,38.594016,-82.536254
39,089,Licking County,40.0909,-82.481737
39,091,Logan County,40.387097,-83.770366
39,093,Lorain County,41.4662,-82.154196
39,095,Lucas County,41.678167,-83.497155
39,097,Madison County,39.89682,-83.401323
39,099,Mahoning County,41.017147,-80.772601
39,101,Marion County,40.585721,-83.160746
39,103,Medina County,41.117833,-81.901405
39,105,Meigs County,39.075823,-82.019038
39,107,Mercer County,40.541993,-84.629032
39,109,Miami County,40.05352,-84.228387
39,111,Monroe County,39.729247,-81.079816
39,113,Montgomery County,39.7521,-84.290229
39,115,Morgan County,39.612958,-81.850797
39,117,Morrow County,40.525913,-82.797934
39,119,Muskingum County,39.965646,-81.946898
39,121,Noble County,39.76692,-81.453275
39,123,Ottawa County,41.593455,-83.056788
39,125,Paulding County,41.117567,-84.577226
39,127,Perry County,39.735104,-82.236075
39,129,Pickaway County,39.63956,-83.032285
39,131,Pike County,39.083659,-83.07202
39,133,Portage County,41.171,-81.197599
39,135,Preble County,39.742384,-84.652255
39,137,Putnam County,41.022141,-84.128383
39,139,Richland County,40.77535,-82.536025
39,141,Ross County,39.328618,-83.059872
39,143,Sandusky County,41.35664,-83.145322
39,145,Scioto County,38.806229,-82.987386
39,147,Seneca County,41.126893,-83.125553
39,149,Shelby County,40.32887,-84.204745
39,151,Stark County,40.81405,-81.365774
39,153,Summit County,41.129651,-81.532341
39,155,Trumbull County,41.315261,-80.755132
39,157,Tuscarawas County,40.446309,-81.473953
39,159,Union County,40.305099,-83.374523
39,161,Van Wert County,40.855603,-84.585647
39,163,Vinton County,39.250218,-82.48564
39,165,Warren County,39.429839,-84.167334
39,167,Washington County,39.460344,-81.494182
39,169,Wayne County,40.829618,-81.889985
39,171,Williams County,41.564595,-84.584619
39,173,Wood County,41.361006,-83.62238
39,175,Wyandot County,40.847753,-83.303441
40,001,Adair County,35.878036,-94.658226
40,003,Alfalfa County,36.731338,-98.323046
40,005,Atoka County,34.379391,-96.046294
40,007,Beaver County,36.752961,-100.480776
40,009,Beckham County,35.26482,-99.688986
40,011,Blaine County,35.877489,-98.427986
40,013,Bryan County,33.970162,-96.254831
40,015,Caddo County,35.182336,-98.380745
40,017,Canadian County,35.539318,-97.980893
40,019,Carter County,34.249137,-97.286756
40,021,Cherokee County,35.905744,-94.998885
40,023,Choctaw County,34.026995,-95.553496
40,025,Cimarron County,36.743901,-102.515919
40,027,Cleveland County,35.200821,-97.328474
40,029,Coal County,34.595613,-96.30067
40,031,Comanche County,34.655859,-98.46357
40,033,Cotton County,34.284831,-98.373904
40,035,Craig County,36.759826,-95.217817
40,037,Creek County,35.90184,-96.37229
40,039,Custer County,35.635738,-99.005288
40,041,Delaware County,36.414563,-94.802479
40,043,Dewey County,35.993079,-98.996491
40,045,Ellis County,36.214555,-99.750152
40,047,Garfield County,36.378521,-97.784521
40,049,Garvin County,34.709442,-97.310735
40,051,Grady County,35.019608,-97.88704
40,053,Grant County,36.798976,-97.789295
40,055,Greer County,34.930896,-99.557685
40,057,Harmon County,34.741972,-99.844468
40,059,Harper County,36.782669,-99.652312
40,061,Haskell County,35.225339,-95.111182
40,063,Hughes County,35.036022,-96.256149
40,065,Jackson County,34.586674,-99.410293
40,067,Jefferson County,34.099101,-97.840491
40,069,Johnston County,34.314652,-96.65529
40,071,Kay County,36.814882,-97.143581
40,073,Kingfisher County,35.941949,-97.94321
40,075,Kiowa County,34.920933,-98.980696
40,077,Latimer County,34.870002,-95.241651
40,079,Le Flore County,34.903005,-94.701145
40,081,Lincoln County,35.703034,-96.881194
40,083,Logan County,35.911613,-97.453262
40,085,Love County,33.953475,-97.248514
40,087,McClain County,34.999599,-97.440429
40,089,McCurtain County,34.113228,-94.766327
40,091,McIntosh County,35.375661,-95.66574
40,093,Major County,36.311312,-98.541893
40,095,Marshall County,34.025326,-96.769483
40,097,Mayes County,36.299893,-95.236667
40,099,Murray County,34.486166,-97.072616
40,101,Muskogee County,35.609351,-95.379437
40,103,Noble County,36.388652,-97.237596
40,105,Nowata County,36.793178,-95.62047
40,107,Okfuskee County,35.471468,-96.326079
40,109,Oklahoma County,35.5485,-97.414951
40,111,Okmulgee County,35.643966,-95.965546
40,113,Osage County,36.631222,-96.395836
40,115,Ottawa County,36.843759,-94.810733
40,117,Pawnee County,36.3141,-96.696887
40,119,Payne County,36.078009,-96.974496
40,121,Pittsburg County,34.925128,-95.748811
40,123,Pontotoc County,34.723619,-96.69403
40,125,Pottawatomie County,35.201997,-96.944952
40,127,Pushmataha County,34.415152,-95.364329
40,129,Roger Mills County,35.686725,-99.703113
40,131,Rogers County,36.365741,-95.602914
40,133,Seminole County,35.173411,-96.608146
40,135,Sequoyah County,35.497561,-94.754786
40,137,Stephens County,34.478097,-97.855732
40,139,Texas County,36.751898,-101.483534
40,141,Tillman County,34.376696,-98.920417
40,143,Tulsa County,36.12,-95.941351
40,145,Wagoner County,35.958872,-95.522791
40,147,Washington County,36.722337,-95.904266
40,149,Washita County,35.289932,-98.991939
40,151,Woods County,36.765245,-98.861452
40,153,Woodward County,36.420829,-99.260057
41,001,Baker County,44.71178,-117.67352
41,003,Benton County,44.496872,-123.428048
41,005,Clackamas County,45.192752,-122.209616
41,007,Clatsop County,46.005966,-123.711298
41,009,Columbia County,45.945866,-123.083527
41,011,Coos County,43.184471,-124.09231
41,013,Crook County,44.131686,-120.358943
41,015,Curry County,42.472592,-124.229902
41,017,Deschutes County,43.914533,-121.224278
41,019,Douglas County,43.28716,-123.181133
41,021,Gilliam County,45.382978,-120.207947
41,023,Grant County,44.497814,-119.003011
41,025,Harney County,43.070633,-118.970858
41,027,Hood River County,45.52262,-121.639725
41,029,Jackson County,42.420584,-122.736577
41,031,Jefferson County,44.632684,-121.171493
41,033,Josephine County,42.362011,-123.561043
41,035,Klamath County,42.684837,-121.646636
41,037,Lake County,42.792238,-120.385895
41,039,Lane County,43.948124,-122.876059
41,041,Lincoln County,44.64235,-123.908152
41,043,Linn County,44.491682,-122.526534
41,045,Malheur County,43.205538,-117.633581
41,047,Marion County,44.908524,-122.577765
41,049,Morrow County,45.421674,-119.566553
41,051,Multnomah County,45.544157,-122.414021
41,053,Polk County,44.906346,-123.417179
41,055,Sherman County,45.408506,-120.687486
41,057,Tillamook County,45.455937,-123.758294
41,059,Umatilla County,45.59362,-118.733709
41,061,Union County,45.315046,-118.011272
41,063,Wallowa County,45.577481,-117.17291
41,065,Wasco County,45.163261,-121.163151
41,067,Washington County,45.555072,-123.09457
41,069,Wheeler County,44.725726,-120.023209
41,071,Yamhill County,45.226904,-123.307997
42,001,Adams County,39.869594,-77.217656
42,003,Allegheny County,40.46895,-79.981194
42,005,Armstrong County,40.812435,-79.464222
42,007,Beaver County,40.685765,-80.352306
42,009,Bedford County,40.01043,-78.489624
42,011,Berks County,40.415567,-75.927702
42,013,Blair County,40.470517,-78.350837
42,015,Bradford County,41.792808,-76.518068
42,017,Bucks County,40.33791,-75.105075
42,019,Butler County,40.908519,-79.912075
42,021,Cambria County,40.49407,-78.715379
42,023,Cameron County,41.441659,-78.204884
42,025,Carbon County,40.922705,-75.702118
42,027,Centre County,40.914266,-77.818493
42,029,Chester County,39.967135,-75.751932
42,031,Clarion County,41.191092,-79.423449
42,033,Clearfield County,41.000315,-78.474173
42,035,Clinton County,41.24145,-77.63672
42,037,Columbia County,41.051138,-76.402903
42,039,Crawford County,41.683512,-80.107629
42,041,Cumberland County,40.16985,-77.26505
42,043,Dauphin County,40.413168,-76.786812
42,045,Delaware County,39.917,-75.399299
42,047,Elk County,41.418708,-78.650566
42,049,Erie County,42.10335,-80.104148
42,051,Fayette County,39.921104,-79.649092
42,053,Forest County,41.520744,-79.236411
42,055,Franklin County,39.927135,-77.723804
42,057,Fulton County,39.920382,-78.109002
42,059,Greene County,39.855311,-80.222408
42,061,Huntingdon County,40.414326,-77.97803
42,063,Indiana County,40.651719,-79.086996
42,065,Jefferson County,41.127291,-78.999777
42,067,Juniata County,40.530678,-77.401666
42,069,Lackawanna County,41.4404,-75.610116
42,071,Lancaster County,40.042,-76.250026
42,073,Lawrence County,40.991788,-80.334616
42,075,Lebanon County,40.367234,-76.457436
42,077,Lehigh County,40.614472,-75.589956
42,079,Luzerne County,41.1765,-75.991033
42,081,Lycoming County,41.346464,-77.060074
42,083,Mc Kean County,41.800645,-78.566323
42,085,Mercer County,41.305415,-80.252937
42,087,Mifflin County,40.608715,-77.617844
42,089,Monroe County,41.056916,-75.336173
42,091,Montgomery County,40.209368,-75.370456
42,093,Montour County,41.025235,-76.662181
42,095,Northampton County,40.75269,-75.307559
42,097,Northumberland County,40.850183,-76.708228
42,099,Perry County,40.397773,-77.266435
42,101,Philadelphia County,40.006817,-75.134678
42,103,Pike County,41.329641,-75.033703
42,105,Potter County,41.743791,-77.899596
42,107,Schuylkill County,40.70463,-76.214305
42,109,Snyder County,40.770942,-77.07605
42,111,Somerset County,39.973876,-79.03339
42,113,Sullivan County,41.446935,-76.505484
42,115,Susquehanna County,41.822731,-75.800266
42,117,Tioga County,41.773775,-77.253772
42,119,Union County,40.961867,-77.064657
42,121,Venango County,41.402128,-79.762997
42,123,Warren County,41.814825,-79.272278
42,125,Washington County,40.188779,-80.247841
42,127,Wayne County,41.650179,-75.306389
42,129,Westmoreland County,40.309275,-79.465439
42,131,Wyoming County,41.520492,-76.019577
42,133,York County,39.922,-76.727053
44,001,Bristol County,41.704547,-71.283797
44,003,Kent County,41.67615,-71.576875
44,005,Newport County,41.511067,-71.262391
44,007,Providence County,41.8718,-71.579802
44,009,Washington County,41.388144,-71.62152
45,001,Abbeville County,34.227273,-82.453021
45,003,Aiken County,33.546053,-81.638521
45,005,Allendale County,32.990877,-81.354905
45,007,Anderson County,34.52005,-82.638192
45,009,Bamberg County,33.218686,-81.050881
45,011,Barnwell County,33.263886,-81.437239
45,013,Beaufort County,32.353242,-80.693583
45,015,Berkeley County,33.195151,-79.950279
45,017,Calhoun County,33.674718,-80.780909
45,019,Charleston County,32.820344,-79.896313
45,021,Cherokee County,35.048282,-81.622753
45,023,Chester County,34.691839,-81.158515
45,025,Chesterfield County,34.637952,-80.158797
45,027,Clarendon County,33.664767,-80.217656
45,029,Colleton County,32.844497,-80.652023
45,031,Darlington County,34.331851,-79.955347
45,033,Dillon County,34.390473,-79.3762
45,035,Dorchester County,33.08131,-80.404485
45,037,Edgefield County,33.769976,-81.970777
45,039,Fairfield County,34.396023,-81.125623
45,041,Florence County,34.023779,-79.707319
45,043,Georgetown County,33.41416,-79.296224
45,045,Greenville County,34.893133,-82.370835
45,047,Greenwood County,34.156258,-82.128543
45,049,Hampton County,32.779195,-81.143056
45,051,Horry County,33.910208,-78.976174
45,053,Jasper County,32.435176,-81.024023
45,055,Kershaw County,34.338999,-80.587852
45,057,Lancaster County,34.686633,-80.704349
45,059,Laurens County,34.484033,-82.00537
45,061,Lee County,34.158251,-80.253474
45,063,Lexington County,33.898782,-81.270402
45,065,McCormick County,33.899201,-82.304716
45,067,Marion County,34.080549,-79.362044
45,069,Marlboro County,34.601702,-79.678127
45,071,Newberry County,34.288986,-81.599637
45,073,Oconee County,34.75382,-83.067436
45,075,Orangeburg County,33.441547,-80.798725
45,077,Pickens County,34.888679,-82.723847
45,079,Richland County,34.030983,-80.906595
45,081,Saluda County,34.005308,-81.728478
45,083,Spartanburg County,34.931638,-81.990754
45,085,Sumter County,33.916406,-80.38211
45,087,Union County,34.692678,-81.616539
45,089,Williamsburg County,33.616602,-79.727888
45,091,York County,34.970035,-81.182972
46,003,Aurora County,43.716927,-98.566832
46,005,Beadle County,44.412058,-98.278016
46,007,Bennett County,43.184184,-101.660099
46,009,Bon Homme County,42.99299,-97.883432
46,011,Brookings County,44.365823,-96.79338
46,013,Brown County,45.59708,-98.352618
46,015,Brule County,43.718229,-99.064599
46,017,Buffalo County,44.083964,-99.200583
46,019,Butte County,44.909143,-103.491262
46,021,Campbell County,45.760522,-100.047744
46,023,Charles Mix County,43.206188,-98.594708
46,025,Clark County,44.860191,-97.72736
46,027,Clay County,42.917104,-96.973744
46,029,Codington County,44.976256,-97.178708
46,031,Corson County,45.720628,-101.184324
46,033,Custer County,43.680419,-103.456829
46,035,Davison County,43.680526,-98.155557
46,037,Day County,45.369448,-97.605347
46,039,Deuel County,44.760936,-96.669191
46,041,Dewey County,45.158592,-100.875318
46,043,Douglas County,43.391366,-98.3581
46,045,Edmunds County,45.413325,-99.209666
46,047,Fall River County,43.245477,-103.516358
46,049,Faulk County,45.068683,-99.149587
46,051,Grant County,45.173035,-96.771809
46,053,Gregory County,43.197644,-99.17848
46,055,Haakon County,44.302329,-101.532194
46,057,Hamlin County,44.680601,-97.195229
46,059,Hand County,44.546951,-99.004167
46,061,Hanson County,43.664959,-97.788912
46,063,Harding County,45.590649,-103.497581
46,065,Hughes County,44.393092,-99.986777
46,067,Hutchinson County,43.335361,-97.747586
46,069,Hyde County,44.554626,-99.482159
46,071,Jackson County,43.697,-101.636476
46,073,Jerauld County,44.062161,-98.622396
46,075,Jones County,43.95178,-100.685817
46,077,Kingsbury County,44.368957,-97.489808
46,079,Lake County,44.019624,-97.121663
46,081,Lawrence County,44.363726,-103.790858
46,083,Lincoln County,43.27942,-96.721935
46,085,Lyman County,43.900473,-99.849729
46,087,McCook County,43.669909,-97.361956
46,089,McPherson County,45.765065,-99.2239
46,091,Marshall County,45.762753,-97.60154
46,093,Meade County,44.566385,-102.713481
46,095,Mellette County,43.580181,-100.761006
46,097,Miner County,44.023103,-97.609958
46,099,Minnehaha County,43.681463,-96.7859
46,101,Moody County,44.022801,-96.67242
46,103,Pennington County,44.006945,-102.820047
46,105,Perkins County,45.496378,-102.482944
46,107,Potter County,45.064126,-99.949695
46,109,Roberts County,45.623555,-96.947565
46,111,Sanborn County,44.025361,-98.09044
46,113,Shannon County,43.331777,-102.547032
46,115,Spink County,44.939872,-98.346522
46,117,Stanley County,44.40034,-100.748171
46,119,Sully County,44.714831,-100.1309
46,121,Todd County,43.179627,-100.728883
46,123,Tripp County,43.341691,-99.883842
46,125,Turner County,43.310084,-97.151173
46,127,Union County,42.831916,-96.651542
46,129,Walworth County,45.427712,-100.027351
46,135,Yankton County,43.008961,-97.386759
46,137,Ziebach County,44.982242,-101.669433
47,001,Anderson County,36.112832,-84.197066
47,003,Bedford County,35.513756,-86.458047
47,005,Benton County,36.069009,-88.07164
47,007,Bledsoe County,35.598757,-85.207162
47,009,Blount County,35.686901,-83.925565
47,011,Bradley County,35.153889,-84.859853
47,013,Campbell County,36.405561,-84.146314
47,015,Cannon County,35.810088,-86.062841
47,017,Carroll County,35.976257,-88.452112
47,019,Carter County,36.29591,-82.128917
47,021,Cheatham County,36.266733,-87.079844
47,023,Chester County,35.425075,-88.609154
47,025,Claiborne County,36.483926,-83.662483
47,027,Clay County,36.554418,-85.543285
47,029,Cocke County,35.926194,-83.120093
47,031,Coffee County,35.491586,-86.074545
47,033,Crockett County,35.810366,-89.132681
47,035,Cumberland County,35.951401,-84.997337
47,037,Davidson County,36.1689,-86.784641
47,039,Decatur County,35.605487,-88.10568
47,041,DeKalb County,35.97947,-85.833312
47,043,Dickson County,36.153651,-87.361508
47,045,Dyer County,36.057273,-89.411842
47,047,Fayette County,35.188741,-89.413304
47,049,Fentress County,36.384006,-84.927652
47,051,Franklin County,35.151502,-86.097176
47,053,Gibson County,35.999277,-88.930092
47,055,Giles County,35.202363,-87.035741
47,057,Grainger County,36.277124,-83.510921
47,059,Greene County,36.173342,-82.846031
47,061,Grundy County,35.392309,-85.720116
47,063,Hamblen County,36.217813,-83.266137
47,065,Hamilton County,35.181708,-85.16758
47,067,Hancock County,36.525586,-83.219764
47,069,Hardeman County,35.203033,-88.996804
47,071,Hardin County,35.195383,-88.186344
47,073,Hawkins County,36.43591,-82.948661
47,075,Haywood County,35.580088,-89.286435
47,077,Henderson County,35.65493,-88.386314
47,079,Henry County,36.327336,-88.298902
47,081,Hickman County,35.800109,-87.474381
47,083,Houston County,36.282538,-87.713578
47,085,Humphreys County,36.03269,-87.773093
47,087,Jackson County,36.355165,-85.670208
47,089,Jefferson County,36.050118,-83.447215
47,091,Johnson County,36.457805,-81.8589
47,093,Knox County,35.9925,-83.937408
47,095,Lake County,36.341338,-89.4923
47,097,Lauderdale County,35.757434,-89.634774
47,099,Lawrence County,35.223766,-87.393263
47,101,Lewis County,35.521788,-87.494841
47,103,Lincoln County,35.140702,-86.58848
47,105,Loudon County,35.734401,-84.312001
47,107,McMinn County,35.424689,-84.618065
47,109,McNairy County,35.175253,-88.56423
47,111,Macon County,36.529292,-86.005371
47,113,Madison County,35.608057,-88.838707
47,115,Marion County,35.127629,-85.610305
47,117,Marshall County,35.467106,-86.766868
47,119,Maury County,35.615798,-87.076364
47,121,Meigs County,35.514694,-84.810033
47,123,Monroe County,35.44759,-84.250833
47,125,Montgomery County,36.49548,-87.381542
47,127,Moore County,35.28422,-86.357414
47,129,Morgan County,36.131087,-84.641665
47,131,Obion County,36.361447,-89.146594
47,133,Overton County,36.3438,-85.285354
47,135,Perry County,35.635531,-87.868156
47,137,Pickett County,36.558238,-85.079045
47,139,Polk County,35.126323,-84.515542
47,141,Putnam County,36.139518,-85.496221
47,143,Rhea County,35.608595,-84.918053
47,145,Roane County,35.847249,-84.522972
47,147,Robertson County,36.525008,-86.870201
47,149,Rutherford County,35.843234,-86.416543
47,151,Scott County,36.433287,-84.513935
47,153,Sequatchie County,35.369655,-85.412463
47,155,Sevier County,35.782564,-83.520848
47,157,Shelby County,35.1843,-89.892262
47,159,Smith County,36.248527,-85.957049
47,161,Stewart County,36.499703,-87.837981
47,163,Sullivan County,36.514955,-82.299835
47,165,Sumner County,36.467611,-86.45638
47,167,Tipton County,35.492198,-89.757474
47,169,Trousdale County,36.393167,-86.156392
47,171,Unicoi County,36.103068,-82.427883
47,173,Union County,36.281919,-83.838534
47,175,Van Buren County,35.693182,-85.462045
47,177,Warren County,35.677516,-85.776728
47,179,Washington County,36.2937,-82.497179
47,181,Wayne County,35.23579,-87.786972
47,183,Weakley County,36.294905,-88.716884
47,185,White County,35.92672,-85.454978
47,187,Williamson County,35.893759,-86.899195
47,189,Wilson County,36.157815,-86.29866
48,001,Anderson County,31.812084,-95.647441
48,003,Andrews County,32.298585,-102.639393
48,005,Angelina County,31.256099,-94.606858
48,007,Aransas County,28.095649,-96.987988
48,009,Archer County,33.614468,-98.690961
48,011,Armstrong County,34.965951,-101.352778
48,013,Atascosa County,28.889887,-98.527509
48,015,Austin County,29.883407,-96.277412
48,017,Bailey County,34.067427,-102.829715
48,019,Bandera County,29.736098,-99.230642
48,021,Bastrop County,30.103798,-97.311543
48,023,Baylor County,33.626664,-99.215518
48,025,Bee County,28.417263,-97.740424
48,027,Bell County,31.037453,-97.475901
48,029,Bexar County,29.448583,-98.519868
48,031,Blanco County,30.267305,-98.39945
48,033,Borden County,32.739076,-101.426367
48,035,Bosque County,31.901794,-97.629102
48,037,Bowie County,33.445682,-94.42266
48,039,Brazoria County,29.169166,-95.435296
48,041,Brazos County,30.66165,-96.300526
48,043,Brewster County,29.807048,-103.245707
48,045,Briscoe County,34.52563,-101.206877
48,047,Brooks County,27.041691,-98.211783
48,049,Brown County,31.771917,-98.998381
48,051,Burleson County,30.49335,-96.621407
48,053,Burnet County,30.783602,-98.184677
48,055,Caldwell County,29.836706,-97.613817
48,057,Calhoun County,28.436184,-96.605182
48,059,Callahan County,32.291665,-99.37111
48,061,Cameron County,26.149481,-97.449175
48,063,Camp County,32.973045,-94.978874
48,065,Carson County,35.405426,-101.354862
48,067,Cass County,33.071051,-94.345845
48,069,Castro County,34.534122,-102.256718
48,071,Chambers County,29.703602,-94.679441
48,073,Cherokee County,31.835463,-95.166649
48,075,Childress County,34.53644,-100.202132
48,077,Clay County,33.789854,-98.205021
48,079,Cochran County,33.603881,-102.830864
48,081,Coke County,31.883748,-100.530717
48,083,Coleman County,31.772823,-99.454126
48,085,Collin County,33.184602,-96.577641
48,087,Collingsworth County,34.967149,-100.269645
48,089,Colorado County,29.621759,-96.518732
48,091,Comal County,29.810502,-98.283519
48,093,Comanche County,31.950806,-98.557533
48,095,Concho County,31.332458,-99.863987
48,097,Cooke County,33.637623,-97.212517
48,099,Coryell County,31.391048,-97.797886
48,101,Cottle County,34.081223,-100.274555
48,103,Crane County,31.411048,-102.521101
48,105,Crockett County,30.731935,-101.40854
48,107,Crosby County,33.612604,-101.297568
48,109,Culberson County,31.445363,-104.523738
48,111,Dallam County,36.286684,-102.593764
48,113,Dallas County,32.766851,-96.778007
48,115,Dawson County,32.742354,-101.947095
48,117,Deaf Smith County,34.973393,-102.602399
48,119,Delta County,33.386586,-95.674455
48,121,Denton County,33.204366,-97.117642
48,123,DeWitt County,29.080906,-97.355051
48,125,Dickens County,33.620179,-100.77907
48,127,Dimmit County,28.424499,-99.749168
48,129,Donley County,34.962252,-100.811225
48,131,Duval County,27.683283,-98.523719
48,133,Eastland County,32.331043,-98.827763
48,135,Ector County,31.8652,-102.542114
48,137,Edwards County,29.971228,-100.300348
48,139,Ellis County,32.350178,-96.793045
48,141,El Paso County,31.76932,-106.241145
48,143,Erath County,32.23397,-98.215626
48,145,Falls County,31.257512,-96.931593
48,147,Fannin County,33.588237,-96.105154
48,149,Fayette County,29.864754,-96.926304
48,151,Fisher County,32.740941,-100.398597
48,153,Floyd County,34.073713,-101.30305
48,155,Foard County,33.980906,-99.777656
48,157,Fort Bend County,29.53294,-95.773554
48,159,Franklin County,33.175706,-95.218629
48,161,Freestone County,31.702338,-96.14795
48,163,Frio County,28.864972,-99.107956
48,165,Gaines County,32.740335,-102.63961
48,167,Galveston County,29.380498,-94.85841
48,169,Garza County,33.181125,-101.299846
48,171,Gillespie County,30.312721,-98.949835
48,173,Glasscock County,31.867275,-101.532036
48,175,Goliad County,28.65168,-97.425216
48,177,Gonzales County,29.451275,-97.494484
48,179,Gray County,35.409477,-100.814547
48,181,Grayson County,33.623821,-96.676295
48,183,Gregg County,32.484661,-94.810546
48,185,Grimes County,30.548859,-95.978548
48,187,Guadalupe County,29.58305,-97.948367
48,189,Hale County,34.074288,-101.826044
48,191,Hall County,34.521376,-100.692559
48,193,Hamilton County,31.703376,-98.110174
48,195,Hansford County,36.27907,-101.35229
48,197,Hardeman County,34.289676,-99.745284
48,199,Hardin County,30.336011,-94.393144
48,201,Harris County,29.85685,-95.392677
48,203,Harrison County,32.547759,-94.370569
48,205,Hartley County,35.841078,-102.607584
48,207,Haskell County,33.1792,-99.72959
48,209,Hays County,30.057564,-98.029527
48,211,Hemphill County,35.833579,-100.280445
48,213,Henderson County,32.210163,-95.852317
48,215,Hidalgo County,26.396343,-98.18482
48,217,Hill County,31.993448,-97.131872
48,219,Hockley County,33.605835,-102.342916
48,221,Hood County,32.433954,-97.834554
48,223,Hopkins County,33.14902,-95.561957
48,225,Houston County,31.317506,-95.42918
48,227,Howard County,32.30914,-101.439033
48,229,Hudspeth County,31.452136,-105.374221
48,231,Hunt County,33.12274,-96.085312
48,233,Hutchinson County,35.837384,-101.361364
48,235,Irion County,31.302962,-100.980244
48,237,Jack County,33.236089,-98.175532
48,239,Jackson County,28.944158,-96.576023
48,241,Jasper County,30.740786,-94.026774
48,243,Jeff Davis County,30.716095,-104.134891
48,245,Jefferson County,29.859568,-94.140023
48,247,Jim Hogg County,27.048922,-98.678037
48,249,Jim Wells County,27.733396,-98.0904
48,251,Johnson County,32.377955,-97.364638
48,253,Jones County,32.73859,-99.882423
48,255,Karnes County,28.905185,-97.864268
48,257,Kaufman County,32.596811,-96.284033
48,259,Kendall County,29.950477,-98.703562
48,261,Kenedy County,26.926476,-97.616195
48,263,Kent County,33.186492,-100.770987
48,265,Kerr County,30.062193,-99.348662
48,267,Kimble County,30.491302,-99.749899
48,269,King County,33.614091,-100.25184
48,271,Kinney County,29.352365,-100.417548
48,273,Kleberg County,27.427354,-97.661874
48,275,Knox County,33.608582,-99.743207
48,277,Lamar County,33.667163,-95.570216
48,279,Lamb County,34.068807,-102.347526
48,281,Lampasas County,31.194425,-98.239911
48,283,La Salle County,28.344299,-99.100392
48,285,Lavaca County,29.383845,-96.937616
48,287,Lee County,30.306715,-96.95639
48,289,Leon County,31.300326,-95.999974
48,291,Liberty County,30.148954,-94.812381
48,293,Limestone County,31.544771,-96.583032
48,295,Lipscomb County,36.276316,-100.271621
48,297,Live Oak County,28.351117,-98.126619
48,299,Llano County,30.705177,-98.684898
48,301,Loving County,31.844703,-103.567326
48,303,Lubbock County,33.6117,-101.819891
48,305,Lynn County,33.178193,-101.815569
48,307,McCulloch County,31.196882,-99.346716
48,309,McLennan County,31.550629,-97.200593
48,311,McMullen County,28.34614,-98.567388
48,313,Madison County,30.96655,-95.930373
48,315,Marion County,32.798342,-94.357498
48,317,Martin County,32.302906,-101.960705
48,319,Mason County,30.717774,-99.220381
48,321,Matagorda County,28.784392,-95.997565
48,323,Maverick County,28.746977,-100.320605
48,325,Medina County,29.353808,-99.110186
48,327,Menard County,30.898389,-99.822558
48,329,Midland County,31.888607,-102.020215
48,331,Milam County,30.789011,-96.975258
48,333,Mills County,31.495886,-98.59391
48,335,Mitchell County,32.30222,-100.92321
48,337,Montague County,33.672186,-97.725133
48,339,Montgomery County,30.299724,-95.501898
48,341,Moore County,35.835871,-101.890081
48,343,Morris County,33.117936,-94.73115
